,year,month,stateid,price,price-units
4662,2024,01,NV,11.88,cents per kilowatt-hour
4667,2024,01,NH,25.11,cents per kilowatt-hour
4668,2024,01,NH,0.0,cents per kilowatt-hour
4673,2024,01,NJ,17.97,cents per kilowatt-hour
4674,2024,01,NJ,11.59,cents per kilowatt-hour
4679,2024,01,NM,13.76,cents per kilowatt-hour
4680,2024,01,NM,0.0,cents per kilowatt-hour
4685,2024,01,NY,23.54,cents per kilowatt-hour
4686,2024,01,NY,14.11,cents per kilowatt-hour
4691,2024,01,NC,13.05,cents per kilowatt-hour
4692,2024,01,NC,8.97,cents per kilowatt-hour
4697,2024,01,ND,9.88,cents per kilowatt-hour
4698,2024,01,ND,0.0,cents per kilowatt-hour
4703,2024,01,OH,15.69,cents per kilowatt-hour
4704,2024,01,OH,6.59,cents per kilowatt-hour
4709,2024,01,OK,10.62,cents per kilowatt-hour
4710,2024,01,OK,0.0,cents per kilowatt-hour
4715,2024,01,OR,13.84,cents per kilowatt-hour
4716,2024,01,OR,12.19,cents per kilowatt-hour
4719,2023,09,ENC,15.99,cents per kilowatt-hour
4724,2023,01,AL,14.41,cents per kilowatt-hour
4725,2023,01,AL,0.0,cents per kilowatt-hour
4730,2023,07,AL,14.48,cents per kilowatt-hour
4731,2023,07,AL,0.0,cents per kilowatt-hour
4736,2023,07,AK,24.96,cents per kilowatt-hour
4737,2023,07,AK,0.0,cents per kilowatt-hour
4742,2023,07,AZ,14.13,cents per kilowatt-hour
4743,2023,07,AZ,11.25,cents per kilowatt-hour
4748,2023,07,AR,12.53,cents per kilowatt-hour
4749,2023,07,AR,16.13,cents per kilowatt-hour
4754,2023,07,CA,29.46,cents per kilowatt-hour
4755,2023,07,CA,13.2,cents per kilowatt-hour
4760,2023,07,CO,14.14,cents per kilowatt-hour
4761,2023,07,CO,14.15,cents per kilowatt-hour
4766,2023,07,CT,26.63,cents per kilowatt-hour
4767,2023,07,CT,22.48,cents per kilowatt-hour
4772,2023,07,DE,15.09,cents per kilowatt-hour
4773,2023,07,DE,0.0,cents per kilowatt-hour
4778,2023,07,DC,16.61,cents per kilowatt-hour
4779,2023,07,DC,9.19,cents per kilowatt-hour
4784,2023,07,FL,14.94,cents per kilowatt-hour
4785,2023,07,FL,11.16,cents per kilowatt-hour
4790,2023,07,GA,14.33,cents per kilowatt-hour
4791,2023,07,GA,8.39,cents per kilowatt-hour
4796,2023,07,HI,39.7,cents per kilowatt-hour
4797,2023,07,HI,0.0,cents per kilowatt-hour
4802,2023,07,ID,11.76,cents per kilowatt-hour
4803,2023,07,ID,0.0,cents per kilowatt-hour
4808,2023,07,IL,14.81,cents per kilowatt-hour
4809,2023,07,IL,6.78,cents per kilowatt-hour
4814,2023,07,IN,14.47,cents per kilowatt-hour
4815,2023,07,IN,10.62,cents per kilowatt-hour
4820,2023,07,IA,15.17,cents per kilowatt-hour
4821,2023,07,IA,0.0,cents per kilowatt-hour
4826,2023,07,KS,13.48,cents per kilowatt-hour
4827,2023,07,KS,0.0,cents per kilowatt-hour
4832,2023,07,KY,12.51,cents per kilowatt-hour
4833,2023,07,KY,0.0,cents per kilowatt-hour
